Ano;Dia;Hora;Casa;Fora;GC;GF;Res
2015;06/06/2015;22:30:00;Atletico-MG;Cruzeiro;1;3;F
2015;06/06/2015;22:30:00;Flamengo RJ;Chapecoense-SC;1;0;C
2015;06/06/2015;22:30:00;Santos;Ponte Preta;2;2;e
2015;07/06/2015;02:00:00;Atletico-PR;Vasco;2;0;C
2015;07/06/2015;02:00:00;Joinville;Corinthians;0;1;F
2015;07/06/2015;02:00:00;Sao Paulo;Gremio;2;0;C
2015;07/06/2015;15:00:00;Internacional;Coritiba;2;0;C
2015;07/06/2015;23:30:00;Figueirense;Palmeiras;2;1;C
2015;07/06/2015;23:30:00;Fluminense;Sport Recife;0;0;e
2015;07/06/2015;23:30:00;Goias;Avai;0;1;F
2015;10/06/2015;23:30:00;Atletico-MG;Santos;2;2;e
2015;13/06/2015;20:30:00;Chapecoense-SC;Sao Paulo;0;1;F
2015;13/06/2015;20:30:00;Corinthians;Internacional;2;1;C
2015;13/06/2015;20:30:00;Coritiba;Flamengo RJ;0;1;F
2015;14/06/2015;01:00:00;Sport Recife;Joinville;2;1;C
2015;14/06/2015;01:00:00;Vasco;Cruzeiro;1;3;F
2015;14/06/2015;15:00:00;Ponte Preta;Goias;0;0;e
2015;14/06/2015;20:00:00;Avai;Figueirense;1;1;e
2015;14/06/2015;20:00:00;Gremio;Atletico-PR;2;1;C
2015;14/06/2015;20:00:00;Palmeiras;Fluminense;2;1;C
2015;19/06/2015;01:00:00;Figueirense;Internacional;0;0;e
2015;20/06/2015;20:30:00;Flamengo RJ;Atletico-MG;0;2;F
2015;20/06/2015;20:30:00;Santos;Corinthians;1;0;C
2015;20/06/2015;20:30:00;Sport Recife;Vasco;2;1;C
2015;21/06/2015;01:00:00;Gremio;Palmeiras;1;0;C
2015;21/06/2015;15:00:00;Cruzeiro;Chapecoense-SC;0;1;F
2015;21/06/2015;20:00:00;Atletico-PR;Coritiba;2;2;e
2015;21/06/2015;20:00:00;Joinville;Goias;2;1;C
2015;21/06/2015;20:00:00;Sao Paulo;Avai;1;1;e
2015;24/06/2015;23:30:00;Fluminense;Ponte Preta;2;0;C
2015;27/06/2015;20:00:00;Avai;Gremio;1;2;F
2015;27/06/2015;20:00:00;Chapecoense-SC;Sport Recife;1;1;e
2015;28/06/2015;01:00:00;Corinthians;Figueirense;2;1;C
2015;28/06/2015;15:00:00;Atletico-MG;Joinville;1;0;C
2015;28/06/2015;20:00:00;Coritiba;Cruzeiro;1;0;C
2015;28/06/2015;20:00:00;Goias;Fluminense;1;2;F
2015;28/06/2015;20:00:00;Palmeiras;Sao Paulo;4;0;C
2015;28/06/2015;20:00:00;Ponte Preta;Atletico-PR;2;1;C
2015;28/06/2015;22:30:00;Internacional;Santos;1;0;C
2015;28/06/2015;22:30:00;Vasco;Flamengo RJ;1;0;C
2015;01/07/2015;23:30:00;Sport Recife;Internacional;3;0;C
2015;01/07/2015;23:30:00;Vasco;Avai;1;0;C
2015;02/07/2015;01:00:00;Atletico-MG;Coritiba;2;0;C
2015;02/07/2015;01:00:00;Palmeiras;Chapecoense-SC;2;0;C
2015;02/07/2015;02:00:00;Atletico-PR;Sao Paulo;2;1;C
2015;02/07/2015;02:00:00;Gremio;Cruzeiro;1;0;C
2015;02/07/2015;02:00:00;Joinville;Flamengo RJ;0;1;F
2015;02/07/2015;23:30:00;Corinthians;Ponte Preta;2;0;C
2015;02/07/2015;23:30:00;Figueirense;Goias;3;1;C
2015;03/07/2015;01:00:00;Fluminense;Santos;2;1;C
2015;04/07/2015;19:00:00;Coritiba;Joinville;0;0;e
2015;05/07/2015;01:00:00;Chapecoense-SC;Vasco;1;0;C
2015;05/07/2015;01:00:00;Cruzeiro;Atletico-PR;2;0;C
2015;05/07/2015;15:00:00;Avai;Sport Recife;2;2;e
2015;05/07/2015;20:00:00;Goias;Corinthians;0;0;e
2015;05/07/2015;20:00:00;Santos;Gremio;1;3;F
2015;05/07/2015;20:00:00;Sao Paulo;Fluminense;0;0;e
2015;05/07/2015;22:30:00;Flamengo RJ;Figueirense;1;2;F
2015;05/07/2015;22:30:00;Internacional;Atletico-MG;1;3;F
2015;05/07/2015;22:30:00;Ponte Preta;Palmeiras;0;2;F
2015;08/07/2015;23:30:00;Chapecoense-SC;Gremio;1;0;C
2015;08/07/2015;23:30:00;Coritiba;Ponte Preta;0;0;e
2015;08/07/2015;23:30:00;Goias;Santos;4;1;C
2015;09/07/2015;01:00:00;Figueirense;Joinville;0;2;F
2015;09/07/2015;01:00:00;Palmeiras;Avai;3;0;C
2015;09/07/2015;02:00:00;Atletico-MG;Sport Recife;2;1;C
2015;09/07/2015;02:00:00;Internacional;Flamengo RJ;1;2;F
2015;09/07/2015;02:00:00;Vasco;Sao Paulo;0;4;F
2015;09/07/2015;23:30:00;Corinthians;Atletico-PR;2;0;C
2015;10/07/2015;01:00:00;Fluminense;Cruzeiro;1;0;C
2015;11/07/2015;22:30:00;Gremio;Vasco;2;0;C
2015;11/07/2015;22:30:00;Santos;Figueirense;3;0;C
2015;12/07/2015;01:00:00;Ponte Preta;Atletico-MG;0;2;F
2015;12/07/2015;15:00:00;Sao Paulo;Coritiba;3;1;C
2015;12/07/2015;20:00:00;Atletico-PR;Fluminense;1;2;F
2015;12/07/2015;20:00:00;Cruzeiro;Goias;1;0;C
2015;12/07/2015;20:00:00;Flamengo RJ;Corinthians;0;3;F
2015;12/07/2015;20:00:00;Joinville;Internacional;0;2;F
2015;12/07/2015;22:30:00;Avai;Chapecoense-SC;2;1;C
2015;12/07/2015;22:30:00;Sport Recife;Palmeiras;2;2;e
2015;18/07/2015;22:30:00;Flamengo RJ;Gremio;1;0;C
2015;18/07/2015;22:30:00;Internacional;Goias;2;1;C
2015;19/07/2015;01:00:00;Corinthians;Atletico-MG;1;0;C
2015;19/07/2015;15:00:00;Atletico-PR;Chapecoense-SC;1;0;C
2015;19/07/2015;20:00:00;Figueirense;Coritiba;0;0;e
2015;19/07/2015;20:00:00;Fluminense;Vasco;1;2;F
2015;19/07/2015;20:00:00;Palmeiras;Santos;1;0;C
2015;19/07/2015;20:00:00;Sport Recife;Sao Paulo;2;0;C
2015;19/07/2015;22:30:00;Cruzeiro;Avai;1;1;e
2015;19/07/2015;22:30:00;Joinville;Ponte Preta;1;1;e
2015;25/07/2015;22:30:00;Avai;Atletico-PR;1;2;F
2015;25/07/2015;23:30:00;Gremio;Sport Recife;1;1;e
2015;26/07/2015;01:00:00;Atletico-MG;Figueirense;1;0;C
2015;26/07/2015;15:00:00;Chapecoense-SC;Fluminense;2;1;C
2015;26/07/2015;15:00:00;Santos;Joinville;2;0;C
2015;26/07/2015;20:00:00;Coritiba;Corinthians;1;1;e
2015;26/07/2015;20:00:00;Goias;Flamengo RJ;0;1;F
2015;26/07/2015;20:00:00;Ponte Preta;Internacional;0;0;e
2015;26/07/2015;20:00:00;Sao Paulo;Cruzeiro;1;0;C
2015;26/07/2015;22:30:00;Vasco;Palmeiras;1;4;F
2015;30/07/2015;02:00:00;Atletico-MG;Sao Paulo;3;1;C
2015;30/07/2015;02:00:00;Corinthians;Vasco;3;0;C
2015;01/08/2015;22:30:00;Fluminense;Gremio;1;0;C
2015;02/08/2015;15:00:00;Coritiba;Goias;1;1;e
2015;02/08/2015;15:00:00;Palmeiras;Atletico-PR;0;1;F
2015;02/08/2015;20:00:00;Figueirense;Ponte Preta;3;1;C
2015;02/08/2015;20:00:00;Flamengo RJ;Santos;2;2;e
2015;02/08/2015;20:00:00;Internacional;Chapecoense-SC;0;0;e
2015;02/08/2015;20:00:00;Joinville;Avai;2;0;C
2015;02/08/2015;22:30:00;Sport Recife;Cruzeiro;0;0;e
2015;08/08/2015;22:30:00;Avai;Fluminense;1;0;C
2015;09/08/2015;01:00:00;Santos;Coritiba;3;0;C
2015;09/08/2015;15:00:00;Atletico-PR;Sport Recife;1;1;e
2015;09/08/2015;15:00:00;Vasco;Joinville;0;0;e
2015;09/08/2015;20:00:00;Cruzeiro;Palmeiras;2;1;C
2015;09/08/2015;20:00:00;Goias;Atletico-MG;0;0;e
2015;09/08/2015;20:00:00;Ponte Preta;Flamengo RJ;1;0;C
2015;09/08/2015;20:00:00;Sao Paulo;Corinthians;1;1;e
2015;09/08/2015;22:30:00;Chapecoense-SC;Figueirense;2;2;e
2015;09/08/2015;22:30:00;Gremio;Internacional;5;0;C
2015;12/08/2015;23:30:00;Coritiba;Palmeiras;2;1;C
2015;12/08/2015;23:30:00;Flamengo RJ;Atletico-PR;3;2;C
2015;13/08/2015;01:00:00;Goias;Chapecoense-SC;0;0;e
2015;13/08/2015;01:00:00;Santos;Vasco;1;0;C
2015;13/08/2015;02:00:00;Corinthians;Sport Recife;4;3;C
2015;13/08/2015;02:00:00;Figueirense;Sao Paulo;0;2;F
2015;13/08/2015;02:00:00;Internacional;Fluminense;1;0;C
2015;13/08/2015;23:30:00;Ponte Preta;Avai;2;0;C
2015;14/08/2015;01:00:00;Atletico-MG;Gremio;0;2;F
2015;14/08/2015;01:00:00;Joinville;Cruzeiro;3;0;C
2015;15/08/2015;22:30:00;Atletico-PR;Santos;0;0;e
2015;15/08/2015;22:30:00;Vasco;Coritiba;0;1;F
2015;16/08/2015;01:00:00;Sao Paulo;Goias;0;3;F
2015;16/08/2015;15:00:00;Palmeiras;Flamengo RJ;4;2;C
2015;16/08/2015;20:00:00;Avai;Corinthians;1;2;F
2015;16/08/2015;20:00:00;Cruzeiro;Internacional;0;0;e
2015;16/08/2015;20:00:00;Fluminense;Figueirense;2;1;C
2015;16/08/2015;20:00:00;Sport Recife;Ponte Preta;1;1;e
2015;16/08/2015;22:30:00;Chapecoense-SC;Atletico-MG;2;1;C
2015;16/08/2015;22:30:00;Gremio;Joinville;2;1;C
2015;22/08/2015;22:30:00;Goias;Vasco;3;0;C
2015;22/08/2015;22:30:00;Santos;Avai;5;2;C
2015;23/08/2015;01:00:00;Figueirense;Sport Recife;2;1;C
2015;23/08/2015;15:00:00;Coritiba;Chapecoense-SC;1;0;C
2015;23/08/2015;15:00:00;Ponte Preta;Gremio;0;0;e
2015;23/08/2015;20:00:00;Corinthians;Cruzeiro;3;0;C
2015;23/08/2015;20:00:00;Flamengo RJ;Sao Paulo;2;1;C
2015;23/08/2015;20:00:00;Internacional;Atletico-PR;2;0;C
2015;23/08/2015;20:00:00;Joinville;Fluminense;2;1;C
2015;23/08/2015;22:30:00;Atletico-MG;Palmeiras;2;1;C
2015;29/08/2015;22:30:00;Vasco;Figueirense;0;1;F
2015;30/08/2015;01:00:00;Sao Paulo;Ponte Preta;3;0;C
2015;30/08/2015;15:00:00;Avai;Internacional;3;0;C
2015;30/08/2015;15:00:00;Gremio;Coritiba;0;0;e
2015;30/08/2015;20:00:00;Chapecoense-SC;Corinthians;1;3;F
2015;30/08/2015;20:00:00;Fluminense;Atletico-MG;1;2;F
2015;30/08/2015;20:00:00;Palmeiras;Joinville;3;2;C
2015;30/08/2015;20:00:00;Sport Recife;Flamengo RJ;0;1;F
2015;30/08/2015;22:30:00;Atletico-PR;Goias;3;0;C
2015;30/08/2015;22:30:00;Cruzeiro;Santos;0;1;F
2015;02/09/2015;23:30:00;Internacional;Vasco;6;0;C
2015;02/09/2015;23:30:00;Joinville;Sao Paulo;0;0;e
2015;02/09/2015;23:30:00;Ponte Preta;Cruzeiro;1;2;F
2015;03/09/2015;01:00:00;Atletico-MG;Atletico-PR;0;1;F
2015;03/09/2015;01:00:00;Flamengo RJ;Avai;3;0;C
2015;03/09/2015;02:00:00;Corinthians;Fluminense;2;0;C
2015;03/09/2015;02:00:00;Coritiba;Sport Recife;0;0;e
2015;03/09/2015;02:00:00;Goias;Palmeiras;1;0;C
2015;03/09/2015;23:30:00;Santos;Chapecoense-SC;3;1;C
2015;04/09/2015;01:00:00;Figueirense;Gremio;0;2;F
2015;05/09/2015;23:30:00;Sao Paulo;Internacional;2;0;C
2015;05/09/2015;23:30:00;Vasco;Atletico-MG;1;2;F
2015;06/09/2015;01:00:00;Atletico-PR;Joinville;0;0;e
2015;06/09/2015;15:00:00;Chapecoense-SC;Ponte Preta;0;0;e
2015;06/09/2015;15:00:00;Cruzeiro;Figueirense;5;1;C
2015;06/09/2015;20:00:00;Avai;Coritiba;0;2;F
2015;06/09/2015;20:00:00;Fluminense;Flamengo RJ;1;3;F
2015;06/09/2015;20:00:00;Gremio;Goias;2;1;C
2015;06/09/2015;20:00:00;Palmeiras;Corinthians;3;3;e
2015;06/09/2015;22:30:00;Sport Recife;Santos;1;1;e
2015;09/09/2015;23:30:00;Atletico-MG;Avai;2;0;C
2015;09/09/2015;23:30:00;Internacional;Palmeiras;1;0;C
2015;09/09/2015;23:30:00;Ponte Preta;Vasco;0;1;F
2015;10/09/2015;01:00:00;Figueirense;Atletico-PR;1;1;e
2015;10/09/2015;02:00:00;Corinthians;Gremio;1;1;e
2015;10/09/2015;02:00:00;Coritiba;Fluminense;1;1;e
2015;10/09/2015;02:00:00;Santos;Sao Paulo;3;0;C
2015;10/09/2015;23:30:00;Goias;Sport Recife;1;0;C
2015;11/09/2015;01:00:00;Flamengo RJ;Cruzeiro;2;0;C
2015;11/09/2015;01:00:00;Joinville;Chapecoense-SC;0;0;e
2015;12/09/2015;22:30:00;Coritiba;Internacional;0;1;F
2015;13/09/2015;01:00:00;Palmeiras;Figueirense;2;0;C
2015;13/09/2015;15:00:00;Corinthians;Joinville;3;0;C
2015;13/09/2015;15:00:00;Ponte Preta;Santos;3;1;C
2015;13/09/2015;20:00:00;Chapecoense-SC;Flamengo RJ;1;3;F
2015;13/09/2015;20:00:00;Cruzeiro;Atletico-MG;1;1;e
2015;13/09/2015;20:00:00;Gremio;Sao Paulo;1;2;F
2015;13/09/2015;20:00:00;Vasco;Atletico-PR;2;0;C
2015;13/09/2015;22:30:00;Avai;Goias;2;1;C
2015;13/09/2015;22:30:00;Sport Recife;Fluminense;1;0;C
2015;16/09/2015;23:30:00;Fluminense;Palmeiras;1;4;F
2015;16/09/2015;23:30:00;Goias;Ponte Preta;1;2;F
2015;16/09/2015;23:30:00;Joinville;Sport Recife;1;1;e
2015;17/09/2015;01:00:00;Atletico-PR;Gremio;1;2;F
2015;17/09/2015;01:00:00;Figueirense;Avai;0;1;F
2015;17/09/2015;02:00:00;Cruzeiro;Vasco;2;2;e
2015;17/09/2015;02:00:00;Internacional;Corinthians;2;1;C
2015;17/09/2015;02:00:00;Santos;Atletico-MG;4;0;C
2015;17/09/2015;23:30:00;Sao Paulo;Chapecoense-SC;0;0;e
2015;18/09/2015;01:00:00;Flamengo RJ;Coritiba;0;2;F
2015;19/09/2015;22:30:00;Internacional;Figueirense;1;1;e
2015;19/09/2015;22:30:00;Palmeiras;Gremio;3;2;C
2015;20/09/2015;01:00:00;Ponte Preta;Fluminense;3;1;C
2015;20/09/2015;15:00:00;Corinthians;Santos;2;0;C
2015;20/09/2015;15:00:00;Goias;Joinville;3;0;C
2015;20/09/2015;20:00:00;Atletico-MG;Flamengo RJ;4;1;C
2015;20/09/2015;20:00:00;Avai;Sao Paulo;2;1;C
2015;20/09/2015;20:00:00;Vasco;Sport Recife;2;1;C
2015;20/09/2015;22:30:00;Chapecoense-SC;Cruzeiro;0;2;F
2015;20/09/2015;22:30:00;Coritiba;Atletico-PR;2;0;C
2015;26/09/2015;22:30:00;Fluminense;Goias;2;0;C
2015;27/09/2015;01:00:00;Gremio;Avai;3;1;C
2015;27/09/2015;15:00:00;Atletico-PR;Ponte Preta;1;2;F
2015;27/09/2015;15:00:00;Santos;Internacional;3;1;C
2015;27/09/2015;20:00:00;Figueirense;Corinthians;1;3;F
2015;27/09/2015;20:00:00;Flamengo RJ;Vasco;1;2;F
2015;27/09/2015;20:00:00;Joinville;Atletico-MG;2;2;e
2015;27/09/2015;20:00:00;Sao Paulo;Palmeiras;1;1;e
2015;27/09/2015;22:30:00;Cruzeiro;Coritiba;2;0;C
2015;27/09/2015;22:30:00;Sport Recife;Chapecoense-SC;3;0;C
2015;03/10/2015;22:30:00;Coritiba;Atletico-MG;0;3;F
2015;03/10/2015;22:30:00;Internacional;Sport Recife;2;1;C
2015;04/10/2015;01:00:00;Sao Paulo;Atletico-PR;1;0;C
2015;04/10/2015;15:00:00;Avai;Vasco;1;1;e
2015;04/10/2015;15:00:00;Flamengo RJ;Joinville;2;0;C
2015;04/10/2015;20:00:00;Cruzeiro;Gremio;0;0;e
2015;04/10/2015;20:00:00;Goias;Figueirense;2;3;F
2015;04/10/2015;20:00:00;Ponte Preta;Corinthians;2;2;e
2015;04/10/2015;20:00:00;Santos;Fluminense;3;1;C
2015;04/10/2015;22:30:00;Chapecoense-SC;Palmeiras;5;1;C
2015;14/10/2015;23:30:00;Atletico-MG;Internacional;2;1;C
2015;14/10/2015;23:30:00;Sport Recife;Avai;3;0;C
2015;15/10/2015;01:00:00;Figueirense;Flamengo RJ;3;0;C
2015;15/10/2015;01:00:00;Joinville;Coritiba;3;1;C
2015;15/10/2015;01:00:00;Palmeiras;Ponte Preta;0;1;F
2015;15/10/2015;02:00:00;Atletico-PR;Cruzeiro;2;2;e
2015;15/10/2015;02:00:00;Fluminense;Sao Paulo;2;0;C
2015;15/10/2015;23:30:00;Corinthians;Goias;3;0;C
2015;15/10/2015;23:30:00;Vasco;Chapecoense-SC;1;1;e
2015;16/10/2015;01:00:00;Gremio;Santos;1;0;C
2015;17/10/2015;22:30:00;Avai;Palmeiras;1;3;F
2015;18/10/2015;01:00:00;Joinville;Figueirense;1;0;C
2015;18/10/2015;14:00:00;Cruzeiro;Fluminense;2;0;C
2015;18/10/2015;14:00:00;Ponte Preta;Coritiba;3;0;C
2015;18/10/2015;19:00:00;Atletico-PR;Corinthians;1;4;F
2015;18/10/2015;19:00:00;Flamengo RJ;Internacional;0;1;F
2015;18/10/2015;19:00:00;Sao Paulo;Vasco;2;2;e
2015;18/10/2015;20:00:00;Gremio;Chapecoense-SC;2;3;F
2015;18/10/2015;20:00:00;Santos;Goias;3;1;C
2015;18/10/2015;21:30:00;Sport Recife;Atletico-MG;4;1;C
2015;24/10/2015;20:00:00;Fluminense;Atletico-PR;0;1;F
2015;24/10/2015;21:30:00;Figueirense;Santos;0;0;e
2015;24/10/2015;21:30:00;Internacional;Joinville;1;0;C
2015;25/10/2015;00:00:00;Palmeiras;Sport Recife;0;2;F
2015;25/10/2015;19:00:00;Chapecoense-SC;Avai;0;0;e
2015;25/10/2015;19:00:00;Corinthians;Flamengo RJ;1;0;C
2015;25/10/2015;19:00:00;Coritiba;Sao Paulo;1;2;F
2015;25/10/2015;19:00:00;Vasco;Gremio;0;0;e
2015;25/10/2015;20:00:00;Goias;Cruzeiro;0;1;F
2015;25/10/2015;21:30:00;Atletico-MG;Ponte Preta;2;1;C
2015;31/10/2015;19:00:00;Sao Paulo;Sport Recife;3;0;C
2015;31/10/2015;21:30:00;Avai;Cruzeiro;1;1;e
2015;31/10/2015;21:30:00;Ponte Preta;Joinville;1;0;C
2015;31/10/2015;23:00:00;Coritiba;Figueirense;1;1;e
2015;01/11/2015;19:00:00;Atletico-MG;Corinthians;0;3;F
2015;01/11/2015;19:00:00;Chapecoense-SC;Atletico-PR;0;0;e
2015;01/11/2015;19:00:00;Gremio;Flamengo RJ;2;0;C
2015;01/11/2015;19:00:00;Santos;Palmeiras;2;1;C
2015;01/11/2015;20:00:00;Vasco;Fluminense;0;1;F
2015;01/11/2015;21:30:00;Goias;Internacional;2;1;C
2015;07/11/2015;19:00:00;Internacional;Ponte Preta;1;0;C
2015;07/11/2015;21:30:00;Atletico-PR;Avai;2;1;C
2015;07/11/2015;21:30:00;Corinthians;Coritiba;2;1;C
2015;07/11/2015;23:00:00;Fluminense;Chapecoense-SC;2;3;F
2015;08/11/2015;19:00:00;Cruzeiro;Sao Paulo;2;1;C
2015;08/11/2015;19:00:00;Figueirense;Atletico-MG;0;1;F
2015;08/11/2015;19:00:00;Flamengo RJ;Goias;4;1;C
2015;08/11/2015;19:00:00;Palmeiras;Vasco;0;2;F
2015;08/11/2015;20:00:00;Joinville;Santos;0;0;e
2015;08/11/2015;21:30:00;Sport Recife;Gremio;1;0;C
2015;15/11/2015;19:00:00;Cruzeiro;Sport Recife;3;0;C
2015;18/11/2015;21:30:00;Goias;Coritiba;1;3;F
2015;18/11/2015;23:00:00;Atletico-PR;Palmeiras;3;3;e
2015;18/11/2015;23:00:00;Avai;Joinville;2;1;C
2015;18/11/2015;23:00:00;Ponte Preta;Figueirense;0;1;F
2015;19/11/2015;21:30:00;Chapecoense-SC;Internacional;1;0;C
2015;19/11/2015;21:30:00;Gremio;Fluminense;1;0;C
2015;20/11/2015;00:00:00;Santos;Flamengo RJ;0;0;e
2015;20/11/2015;00:00:00;Sao Paulo;Atletico-MG;4;2;C
2015;20/11/2015;00:00:00;Vasco;Corinthians;1;1;e
2015;21/11/2015;21:30:00;Palmeiras;Cruzeiro;1;1;e
2015;22/11/2015;19:00:00;Atletico-MG;Goias;2;2;e
2015;22/11/2015;19:00:00;Corinthians;Sao Paulo;6;1;C
2015;22/11/2015;19:00:00;Figueirense;Chapecoense-SC;0;0;e
2015;22/11/2015;19:00:00;Internacional;Gremio;1;0;C
2015;22/11/2015;19:00:00;Joinville;Vasco;1;2;F
2015;22/11/2015;20:00:00;Flamengo RJ;Ponte Preta;1;1;e
2015;22/11/2015;21:30:00;Coritiba;Santos;1;0;C
2015;22/11/2015;21:30:00;Fluminense;Avai;3;1;C
2015;22/11/2015;21:30:00;Sport Recife;Atletico-PR;0;0;e
2015;28/11/2015;19:00:00;Sao Paulo;Figueirense;3;2;C
2015;28/11/2015;21:30:00;Fluminense;Internacional;1;1;e
2015;28/11/2015;23:00:00;Avai;Ponte Preta;1;0;C
2015;29/11/2015;19:00:00;Cruzeiro;Joinville;3;0;C
2015;29/11/2015;19:00:00;Gremio;Atletico-MG;2;1;C
2015;29/11/2015;19:00:00;Sport Recife;Corinthians;2;0;C
2015;29/11/2015;20:00:00;Chapecoense-SC;Goias;1;3;F
2015;29/11/2015;20:00:00;Palmeiras;Coritiba;0;2;F
2015;29/11/2015;20:00:00;Vasco;Santos;1;0;C
2015;29/11/2015;21:30:00;Atletico-PR;Flamengo RJ;3;0;C
2015;06/12/2015;19:00:00;Atletico-MG;Chapecoense-SC;3;0;C
2015;06/12/2015;19:00:00;Corinthians;Avai;1;1;e
2015;06/12/2015;19:00:00;Coritiba;Vasco;0;0;e
2015;06/12/2015;19:00:00;Figueirense;Fluminense;1;0;C
2015;06/12/2015;19:00:00;Flamengo RJ;Palmeiras;1;2;F
2015;06/12/2015;19:00:00;Goias;Sao Paulo;0;1;F
2015;06/12/2015;19:00:00;Internacional;Cruzeiro;2;0;C
2015;06/12/2015;19:00:00;Joinville;Gremio;0;2;F
2015;06/12/2015;19:00:00;Ponte Preta;Sport Recife;0;1;F
2015;06/12/2015;19:00:00;Santos;Atletico-PR;5;1;C
2016;14/05/2016;20:00:00;Flamengo RJ;Sport Recife;1;0;C
2016;14/05/2016;20:00:00;Palmeiras;Atletico-PR;4;0;C
2016;14/05/2016;22:30:00;Atletico-MG;Santos;1;0;C
2016;15/05/2016;01:00:00;Coritiba;Cruzeiro;1;0;C
2016;15/05/2016;15:00:00;Botafogo RJ;Sao Paulo;0;1;F
2016;15/05/2016;15:00:00;Santa Cruz;Vitoria;4;1;C
2016;15/05/2016;20:00:00;America MG;Fluminense;0;1;F
2016;15/05/2016;20:00:00;Corinthians;Gremio;0;0;e
2016;15/05/2016;20:00:00;Figueirense;Ponte Preta;0;0;e
2016;15/05/2016;22:30:00;Internacional;Chapecoense-SC;0;0;e
2016;21/05/2016;20:00:00;Ponte Preta;Palmeiras;2;1;C
2016;21/05/2016;22:30:00;Fluminense;Santa Cruz;2;2;e
2016;22/05/2016;01:00:00;Cruzeiro;Figueirense;2;2;e
2016;22/05/2016;15:00:00;Atletico-PR;Atletico-MG;1;1;e
2016;22/05/2016;15:00:00;Santos;Coritiba;2;1;C
2016;22/05/2016;20:00:00;Chapecoense-SC;America MG;3;1;C
2016;22/05/2016;20:00:00;Gremio;Flamengo RJ;1;0;C
2016;22/05/2016;20:00:00;Sao Paulo;Internacional;1;2;F
2016;22/05/2016;20:00:00;Vitoria;Corinthians;3;2;C
2016;22/05/2016;22:30:00;Sport Recife;Botafogo RJ;1;1;e
2016;25/05/2016;23:30:00;Botafogo RJ;Atletico-PR;2;1;C
2016;25/05/2016;23:30:00;Figueirense;Santos;2;2;e
2016;26/05/2016;01:00:00;America MG;Vitoria;1;1;e
2016;26/05/2016;01:00:00;Flamengo RJ;Chapecoense-SC;2;2;e
2016;26/05/2016;01:45:00;Coritiba;Sao Paulo;1;1;e
2016;26/05/2016;01:45:00;Palmeiras;Fluminense;2;0;C
2016;26/05/2016;01:45:00;Santa Cruz;Cruzeiro;4;1;C
2016;26/05/2016;15:00:00;Corinthians;Ponte Preta;3;0;C
2016;26/05/2016;20:00:00;Internacional;Sport Recife;1;0;C
2016;27/05/2016;01:00:00;Atletico-MG;Gremio;0;3;F
2016;28/05/2016;20:00:00;Cruzeiro;America MG;1;1;e
2016;28/05/2016;22:30:00;Atletico-PR;Figueirense;2;1;C
2016;29/05/2016;01:00:00;Chapecoense-SC;Santa Cruz;1;1;e
2016;29/05/2016;15:00:00;Ponte Preta;Flamengo RJ;1;2;F
2016;29/05/2016;15:00:00;Sport Recife;Corinthians;0;2;F
2016;29/05/2016;20:00:00;Fluminense;Botafogo RJ;1;0;C
2016;29/05/2016;20:00:00;Sao Paulo;Palmeiras;1;0;C
2016;29/05/2016;20:00:00;Vitoria;Atletico-MG;1;1;e
2016;29/05/2016;22:30:00;Gremio;Coritiba;2;0;C
2016;29/05/2016;22:30:00;Santos;Internacional;0;1;F
2016;01/06/2016;23:30:00;Internacional;Atletico-PR;1;0;C
2016;02/06/2016;01:00:00;Corinthians;Santos;1;0;C
2016;02/06/2016;01:00:00;Coritiba;Chapecoense-SC;3;4;F
2016;02/06/2016;01:00:00;Santa Cruz;Sport Recife;0;1;F
2016;02/06/2016;01:45:00;Atletico-MG;Fluminense;1;1;e
2016;02/06/2016;01:45:00;Botafogo RJ;Cruzeiro;0;1;F
2016;02/06/2016;01:45:00;Figueirense;Sao Paulo;1;0;C
2016;02/06/2016;23:30:00;America MG;Ponte Preta;1;2;F
2016;03/06/2016;01:00:00;Flamengo RJ;Vitoria;1;0;C
2016;03/06/2016;01:00:00;Palmeiras;Gremio;4;3;C
2016;04/06/2016;20:00:00;Atletico-PR;Santa Cruz;1;0;C
2016;05/06/2016;00:30:00;Chapecoense-SC;Fluminense;0;0;e
2016;05/06/2016;00:30:00;Corinthians;Coritiba;2;1;C
2016;05/06/2016;15:00:00;America MG;Figueirense;1;0;C
2016;05/06/2016;15:00:00;Santos;Botafogo RJ;3;0;C
2016;05/06/2016;20:00:00;Flamengo RJ;Palmeiras;1;2;F
2016;05/06/2016;20:00:00;Gremio;Ponte Preta;1;0;C
2016;05/06/2016;20:00:00;Sport Recife;Atletico-MG;4;4;e
2016;05/06/2016;20:00:00;Vitoria;Internacional;1;0;C
2016;05/06/2016;22:30:00;Cruzeiro;Sao Paulo;0;1;F
2016;11/06/2016;20:00:00;Internacional;America MG;3;1;C
2016;11/06/2016;20:00:00;Ponte Preta;Chapecoense-SC;2;1;C
2016;11/06/2016;22:30:00;Fluminense;Gremio;1;1;e
2016;12/06/2016;01:00:00;Sao Paulo;Atletico-PR;1;2;F
2016;12/06/2016;15:00:00;Botafogo RJ;Vitoria;1;1;e
2016;12/06/2016;15:00:00;Coritiba;Sport Recife;3;2;C
2016;12/06/2016;20:00:00;Atletico-MG;Cruzeiro;2;3;F
2016;12/06/2016;20:00:00;Figueirense;Flamengo RJ;1;0;C
