Ano;Dia;Hora;Casa;Fora;GC;GF;Res
2017;18/06/2017;23:00:00;Sport Recife;Vitoria;1;3;F
2017;20/06/2017;00:00:00;Cruzeiro;Gremio;3;3;e
2017;21/06/2017;23:30:00;Vitoria;Santos;0;2;F
2017;22/06/2017;01:00:00;Botafogo RJ;Vasco;3;1;C
2017;22/06/2017;01:00:00;Palmeiras;Atletico GO;1;0;C
2017;22/06/2017;01:45:00;Atletico-MG;Sport Recife;2;2;e
2017;22/06/2017;01:45:00;Atletico-PR;Sao Paulo;1;0;C
2017;22/06/2017;01:45:00;Avai;Fluminense;0;3;F
2017;22/06/2017;23:30:00;Corinthians;Bahia;3;0;C
2017;22/06/2017;23:30:00;Ponte Preta;Cruzeiro;1;0;C
2017;23/06/2017;01:00:00;Flamengo RJ;Chapecoense-SC;5;1;C
2017;23/06/2017;01:00:00;Gremio;Coritiba;2;0;C
2017;24/06/2017;23:00:00;Santos;Sport Recife;0;1;F
2017;25/06/2017;15:00:00;Vasco;Atletico GO;1;0;C
2017;25/06/2017;20:00:00;Atletico-PR;Vitoria;4;1;C
2017;25/06/2017;20:00:00;Cruzeiro;Coritiba;2;0;C
2017;25/06/2017;20:00:00;Gremio;Corinthians;0;1;F
2017;25/06/2017;20:00:00;Ponte Preta;Palmeiras;1;2;F
2017;25/06/2017;20:00:00;Sao Paulo;Fluminense;1;1;e
2017;25/06/2017;22:30:00;Bahia;Flamengo RJ;0;1;F
2017;25/06/2017;23:00:00;Chapecoense-SC;Atletico-MG;0;1;F
2017;27/06/2017;00:00:00;Botafogo RJ;Avai;0;2;F
2017;01/07/2017;20:00:00;Palmeiras;Gremio;1;0;C
2017;01/07/2017;23:00:00;Atletico GO;Santos;1;1;e
2017;02/07/2017;20:00:00;Atletico-MG;Cruzeiro;3;1;C
2017;02/07/2017;20:00:00;Corinthians;Botafogo RJ;1;0;C
2017;02/07/2017;20:00:00;Flamengo RJ;Sao Paulo;2;0;C
2017;02/07/2017;20:00:00;Sport Recife;Atletico-PR;1;0;C
2017;02/07/2017;20:00:00;Vitoria;Bahia;0;0;e
2017;02/07/2017;23:00:00;Avai;Ponte Preta;0;0;e
2017;02/07/2017;23:00:00;Coritiba;Vasco;2;2;e
2017;04/07/2017;00:00:00;Fluminense;Chapecoense-SC;3;3;e
2017;08/07/2017;20:00:00;Atletico GO;Vitoria;1;2;F
2017;08/07/2017;22:00:00;Vasco;Flamengo RJ;0;1;F
2017;08/07/2017;23:00:00;Corinthians;Ponte Preta;2;0;C
2017;09/07/2017;15:00:00;Chapecoense-SC;Atletico-PR;1;1;e
2017;09/07/2017;20:00:00;Bahia;Fluminense;1;1;e
2017;09/07/2017;20:00:00;Cruzeiro;Palmeiras;3;1;C
2017;09/07/2017;20:00:00;Gremio;Avai;0;2;F
2017;09/07/2017;23:00:00;Botafogo RJ;Atletico-MG;1;1;e
2017;09/07/2017;23:00:00;Santos;Sao Paulo;3;2;C
2017;11/07/2017;00:00:00;Coritiba;Sport Recife;0;3;F
2017;12/07/2017;23:30:00;Atletico-MG;Santos;0;1;F
2017;12/07/2017;23:30:00;Ponte Preta;Bahia;0;3;F
2017;13/07/2017;01:00:00;Fluminense;Botafogo RJ;0;1;F
2017;13/07/2017;01:45:00;Atletico-PR;Cruzeiro;0;2;F
2017;13/07/2017;01:45:00;Palmeiras;Corinthians;0;2;F
2017;13/07/2017;01:45:00;Vitoria;Vasco;1;4;F
2017;13/07/2017;23:30:00;Flamengo RJ;Gremio;0;1;F
2017;13/07/2017;23:30:00;Sao Paulo;Atletico GO;2;2;e
2017;13/07/2017;23:30:00;Sport Recife;Chapecoense-SC;3;0;C
2017;14/07/2017;01:00:00;Avai;Coritiba;1;4;F
2017;15/07/2017;23:00:00;Corinthians;Atletico-PR;2;2;e
2017;16/07/2017;15:00:00;Palmeiras;Vitoria;4;2;C
2017;16/07/2017;20:00:00;Atletico GO;Atletico-MG;1;2;F
2017;16/07/2017;20:00:00;Chapecoense-SC;Sao Paulo;2;0;C
2017;16/07/2017;20:00:00;Cruzeiro;Flamengo RJ;1;1;e
2017;16/07/2017;20:00:00;Gremio;Ponte Preta;3;1;C
2017;16/07/2017;20:00:00;Vasco;Santos;0;0;e
2017;16/07/2017;23:00:00;Bahia;Avai;1;1;e
2017;16/07/2017;23:00:00;Coritiba;Fluminense;1;2;F
2017;18/07/2017;00:00:00;Botafogo RJ;Sport Recife;2;1;C
2017;19/07/2017;23:30:00;Santos;Chapecoense-SC;1;0;C
2017;19/07/2017;23:30:00;Vitoria;Gremio;1;3;F
2017;20/07/2017;01:00:00;Avai;Corinthians;0;0;e
2017;20/07/2017;01:00:00;Ponte Preta;Coritiba;4;0;C
2017;20/07/2017;01:45:00;Atletico-MG;Bahia;0;2;F
2017;20/07/2017;01:45:00;Flamengo RJ;Palmeiras;2;2;e
2017;20/07/2017;01:45:00;Sao Paulo;Vasco;1;0;C
2017;20/07/2017;23:30:00;Fluminense;Cruzeiro;1;1;e
2017;21/07/2017;00:00:00;Sport Recife;Atletico GO;4;0;C
2017;21/07/2017;01:00:00;Atletico-PR;Botafogo RJ;0;0;e
2017;22/07/2017;20:00:00;Vitoria;Chapecoense-SC;1;2;F
2017;22/07/2017;23:00:00;Flamengo RJ;Coritiba;2;1;C
2017;23/07/2017;15:00:00;Santos;Bahia;3;0;C
2017;23/07/2017;20:00:00;Avai;Cruzeiro;1;0;C
2017;23/07/2017;20:00:00;Fluminense;Corinthians;0;1;F
2017;23/07/2017;20:00:00;Sport Recife;Palmeiras;0;2;F
2017;23/07/2017;23:00:00;Atletico GO;Botafogo RJ;1;1;e
2017;23/07/2017;23:00:00;Atletico-MG;Vasco;1;2;F
2017;23/07/2017;23:00:00;Atletico-PR;Ponte Preta;0;2;F
2017;25/07/2017;00:00:00;Sao Paulo;Gremio;1;1;e
2017;29/07/2017;20:00:00;Botafogo RJ;Sao Paulo;3;4;F
2017;29/07/2017;23:00:00;Palmeiras;Avai;2;0;C
2017;30/07/2017;15:00:00;Chapecoense-SC;Atletico GO;1;2;F
2017;30/07/2017;20:00:00;Bahia;Sport Recife;1;3;F
2017;30/07/2017;20:00:00;Corinthians;Flamengo RJ;1;1;e
2017;30/07/2017;20:00:00;Coritiba;Atletico-MG;0;2;F
2017;30/07/2017;23:00:00;Cruzeiro;Vitoria;0;0;e
2017;30/07/2017;23:00:00;Gremio;Santos;1;1;e
2017;01/08/2017;00:00:00;Vasco;Atletico-PR;0;1;F
2017;02/08/2017;23:30:00;Chapecoense-SC;Bahia;1;1;e
2017;02/08/2017;23:30:00;Sport Recife;Fluminense;2;2;e
2017;03/08/2017;01:00:00;Atletico-MG;Corinthians;0;2;F
2017;03/08/2017;01:00:00;Vitoria;Ponte Preta;3;1;C
2017;03/08/2017;01:45:00;Atletico GO;Gremio;0;1;F
2017;03/08/2017;01:45:00;Botafogo RJ;Palmeiras;1;2;F
2017;03/08/2017;01:45:00;Santos;Flamengo RJ;3;2;C
2017;03/08/2017;23:30:00;Atletico-PR;Avai;5;0;C
2017;03/08/2017;23:30:00;Sao Paulo;Coritiba;1;2;F
2017;04/08/2017;00:00:00;Vasco;Cruzeiro;0;3;F
2017;05/08/2017;23:00:00;Corinthians;Sport Recife;3;1;C
2017;05/08/2017;23:00:00;Fluminense;Atletico GO;3;1;C
2017;06/08/2017;15:00:00;Flamengo RJ;Vitoria;0;2;F
2017;06/08/2017;20:00:00;Bahia;Sao Paulo;2;1;C
2017;06/08/2017;20:00:00;Coritiba;Chapecoense-SC;2;0;C
2017;06/08/2017;20:00:00;Cruzeiro;Botafogo RJ;0;0;e
2017;06/08/2017;20:00:00;Gremio;Atletico-MG;2;0;C
2017;06/08/2017;20:00:00;Palmeiras;Atletico-PR;0;1;F
2017;06/08/2017;23:00:00;Avai;Santos;0;0;e
2017;06/08/2017;23:00:00;Ponte Preta;Vasco;0;0;e
2017;10/08/2017;00:00:00;Ponte Preta;Fluminense;0;0;e
2017;12/08/2017;20:00:00;Atletico GO;Coritiba;1;0;C
2017;12/08/2017;23:00:00;Vitoria;Avai;0;1;F
2017;13/08/2017;15:00:00;Sao Paulo;Cruzeiro;3;2;C
2017;13/08/2017;20:00:00;Atletico-MG;Flamengo RJ;2;0;C
2017;13/08/2017;20:00:00;Sport Recife;Ponte Preta;0;0;e
2017;13/08/2017;20:00:00;Vasco;Palmeiras;1;1;e
2017;13/08/2017;23:00:00;Atletico-PR;Bahia;4;1;C
2017;13/08/2017;23:00:00;Botafogo RJ;Gremio;1;0;C
2017;15/08/2017;00:00:00;Santos;Fluminense;0;0;e
2017;19/08/2017;20:00:00;Corinthians;Vitoria;0;1;F
2017;19/08/2017;23:00:00;Flamengo RJ;Atletico GO;2;0;C
2017;20/08/2017;15:00:00;Gremio;Atletico-PR;0;0;e
2017;20/08/2017;20:00:00;Avai;Sao Paulo;1;1;e
2017;20/08/2017;20:00:00;Bahia;Vasco;3;0;C
2017;20/08/2017;20:00:00;Cruzeiro;Sport Recife;2;0;C
2017;20/08/2017;20:00:00;Ponte Preta;Botafogo RJ;2;1;C
2017;20/08/2017;23:00:00;Coritiba;Santos;0;0;e
2017;20/08/2017;23:00:00;Palmeiras;Chapecoense-SC;0;2;F
2017;22/08/2017;00:00:00;Fluminense;Atletico-MG;2;1;C
2017;23/08/2017;23:30:00;Chapecoense-SC;Corinthians;0;1;F
2017;26/08/2017;20:00:00;Fluminense;Vasco;0;1;F
2017;26/08/2017;23:00:00;Corinthians;Atletico GO;0;1;F
2017;27/08/2017;20:00:00;Bahia;Botafogo RJ;1;2;F
2017;27/08/2017;20:00:00;Flamengo RJ;Atletico-PR;2;0;C
2017;27/08/2017;20:00:00;Palmeiras;Sao Paulo;4;2;C
2017;27/08/2017;20:00:00;Ponte Preta;Atletico-MG;1;2;F
2017;27/08/2017;23:00:00;Avai;Chapecoense-SC;1;0;C
2017;27/08/2017;23:00:00;Cruzeiro;Santos;1;1;e
2017;29/08/2017;00:00:00;Coritiba;Vitoria;0;1;F
2017;02/09/2017;20:00:00;Gremio;Sport Recife;5;0;C
2017;09/09/2017;20:00:00;Atletico-MG;Palmeiras;1;1;e
2017;09/09/2017;22:00:00;Vasco;Gremio;1;0;C
2017;09/09/2017;23:00:00;Sao Paulo;Ponte Preta;2;2;e
2017;10/09/2017;15:00:00;Atletico-PR;Coritiba;1;1;e
2017;10/09/2017;20:00:00;Santos;Corinthians;2;0;C
2017;10/09/2017;20:00:00;Sport Recife;Avai;0;1;F
2017;10/09/2017;20:00:00;Vitoria;Fluminense;2;2;e
2017;10/09/2017;23:00:00;Botafogo RJ;Flamengo RJ;2;0;C
2017;10/09/2017;23:00:00;Chapecoense-SC;Cruzeiro;1;2;F
2017;12/09/2017;00:00:00;Atletico GO;Bahia;1;1;e
2017;16/09/2017;23:00:00;Botafogo RJ;Santos;2;0;C
2017;17/09/2017;01:00:00;Ponte Preta;Atletico GO;1;3;F
2017;17/09/2017;15:00:00;Avai;Atletico-MG;1;1;e
2017;17/09/2017;20:00:00;Atletico-PR;Fluminense;3;1;C
2017;17/09/2017;20:00:00;Corinthians;Vasco;1;0;C
2017;17/09/2017;20:00:00;Flamengo RJ;Sport Recife;2;0;C
2017;17/09/2017;20:00:00;Gremio;Chapecoense-SC;0;1;F
2017;17/09/2017;20:00:00;Vitoria;Sao Paulo;1;2;F
2017;17/09/2017;23:00:00;Cruzeiro;Bahia;1;0;C
2017;19/09/2017;00:00:00;Palmeiras;Coritiba;1;0;C
2017;23/09/2017;23:00:00;Flamengo RJ;Avai;1;1;e
2017;24/09/2017;01:00:00;Santos;Atletico-PR;1;0;C
2017;24/09/2017;15:00:00;Sao Paulo;Corinthians;1;1;e
2017;24/09/2017;20:00:00;Atletico GO;Cruzeiro;1;2;F
2017;24/09/2017;20:00:00;Chapecoense-SC;Ponte Preta;1;0;C
2017;24/09/2017;20:00:00;Coritiba;Botafogo RJ;2;3;F
2017;24/09/2017;20:00:00;Fluminense;Palmeiras;0;1;F
2017;24/09/2017;23:00:00;Atletico-MG;Vitoria;1;3;F
2017;24/09/2017;23:00:00;Bahia;Gremio;1;0;C
2017;26/09/2017;00:00:00;Sport Recife;Vasco;1;1;e
2017;30/09/2017;20:00:00;Bahia;Coritiba;1;1;e
2017;30/09/2017;20:00:00;Vasco;Chapecoense-SC;1;1;e
2017;30/09/2017;23:00:00;Palmeiras;Santos;0;1;F
2017;01/10/2017;20:00:00;Avai;Atletico GO;0;2;F
2017;01/10/2017;20:00:00;Botafogo RJ;Vitoria;2;3;F
2017;01/10/2017;20:00:00;Cruzeiro;Corinthians;1;1;e
2017;01/10/2017;20:00:00;Gremio;Fluminense;1;0;C
2017;01/10/2017;20:00:00;Sao Paulo;Sport Recife;1;0;C
2017;01/10/2017;23:00:00;Atletico-PR;Atletico-MG;0;2;F
2017;03/10/2017;00:00:00;Ponte Preta;Flamengo RJ;1;0;C
2017;07/10/2017;20:00:00;Cruzeiro;Ponte Preta;2;1;C
2017;11/10/2017;23:30:00;Atletico-PR;Atletico GO;2;2;e
2017;11/10/2017;23:30:00;Botafogo RJ;Chapecoense-SC;2;1;C
2017;12/10/2017;01:00:00;Corinthians;Coritiba;3;1;C
2017;12/10/2017;01:45:00;Atletico-MG;Sao Paulo;1;0;C
2017;12/10/2017;01:45:00;Avai;Vasco;1;2;F
2017;12/10/2017;01:45:00;Gremio;Cruzeiro;0;1;F
2017;12/10/2017;21:00:00;Flamengo RJ;Fluminense;1;1;e
2017;12/10/2017;21:00:00;Ponte Preta;Santos;1;1;e
2017;12/10/2017;21:00:00;Vitoria;Sport Recife;1;2;F
2017;13/10/2017;01:00:00;Palmeiras;Bahia;2;2;e
2017;14/10/2017;23:00:00;Vasco;Botafogo RJ;1;0;C
2017;15/10/2017;01:00:00;Sao Paulo;Atletico-PR;2;1;C
2017;15/10/2017;20:00:00;Atletico GO;Palmeiras;1;3;F
2017;15/10/2017;20:00:00;Chapecoense-SC;Flamengo RJ;0;1;F
2017;15/10/2017;20:00:00;Fluminense;Avai;1;0;C
2017;15/10/2017;20:00:00;Sport Recife;Atletico-MG;1;1;e
2017;15/10/2017;22:00:00;Bahia;Corinthians;2;0;C
2017;15/10/2017;22:00:00;Coritiba;Gremio;0;1;F
2017;16/10/2017;23:00:00;Santos;Vitoria;2;2;e
2017;18/10/2017;22:30:00;Atletico GO;Vasco;0;1;F
2017;18/10/2017;22:30:00;Coritiba;Cruzeiro;1;0;C
2017;19/10/2017;00:00:00;Atletico-MG;Chapecoense-SC;2;3;F
2017;19/10/2017;00:45:00;Avai;Botafogo RJ;1;1;e
2017;19/10/2017;00:45:00;Corinthians;Gremio;0;0;e
2017;19/10/2017;00:45:00;Fluminense;Sao Paulo;3;1;C
2017;19/10/2017;23:00:00;Palmeiras;Ponte Preta;2;0;C
2017;19/10/2017;23:00:00;Vitoria;Atletico-PR;2;3;F
2017;20/10/2017;00:00:00;Flamengo RJ;Bahia;4;1;C
2017;20/10/2017;00:00:00;Sport Recife;Santos;1;1;e
2017;21/10/2017;20:00:00;Vasco;Coritiba;1;1;e
2017;22/10/2017;20:00:00;Atletico-PR;Sport Recife;2;1;C
2017;22/10/2017;20:00:00;Bahia;Vitoria;2;1;C
2017;22/10/2017;20:00:00;Cruzeiro;Atletico-MG;1;3;F
2017;22/10/2017;20:00:00;Gremio;Palmeiras;1;3;F
2017;22/10/2017;20:00:00;Santos;Atletico GO;1;0;C
2017;22/10/2017;20:00:00;Sao Paulo;Flamengo RJ;2;0;C
2017;22/10/2017;22:00:00;Chapecoense-SC;Fluminense;2;0;C
2017;22/10/2017;22:00:00;Ponte Preta;Avai;1;2;F
2017;23/10/2017;23:00:00;Botafogo RJ;Corinthians;2;1;C
2017;28/10/2017;20:00:00;Sao Paulo;Santos;2;1;C
2017;28/10/2017;22:00:00;Flamengo RJ;Vasco;0;0;e
2017;29/10/2017;00:00:00;Atletico-PR;Chapecoense-SC;0;0;e
2017;29/10/2017;19:00:00;Atletico-MG;Botafogo RJ;0;0;e
2017;29/10/2017;19:00:00;Fluminense;Bahia;1;1;e
2017;29/10/2017;19:00:00;Ponte Preta;Corinthians;1;0;C
2017;29/10/2017;20:00:00;Sport Recife;Coritiba;3;4;F
2017;29/10/2017;20:00:00;Vitoria;Atletico GO;1;1;e
2017;29/10/2017;21:00:00;Avai;Gremio;2;2;e
2017;30/10/2017;22:00:00;Palmeiras;Cruzeiro;2;2;e
2017;04/11/2017;19:00:00;Santos;Atletico-MG;3;1;C
2017;04/11/2017;21:00:00;Atletico GO;Sao Paulo;0;1;F
2017;04/11/2017;21:00:00;Botafogo RJ;Fluminense;1;2;F
2017;04/11/2017;23:00:00;Coritiba;Avai;4;0;C
2017;05/11/2017;19:00:00;Corinthians;Palmeiras;3;2;C
2017;05/11/2017;19:00:00;Cruzeiro;Atletico-PR;1;0;C
2017;05/11/2017;19:00:00;Gremio;Flamengo RJ;3;1;C
2017;05/11/2017;20:00:00;Bahia;Ponte Preta;2;0;C
2017;05/11/2017;21:00:00;Chapecoense-SC;Sport Recife;1;1;e
2017;05/11/2017;21:00:00;Vasco;Vitoria;1;1;e
2017;08/11/2017;21:30:00;Avai;Bahia;1;2;F
2017;08/11/2017;21:30:00;Ponte Preta;Gremio;0;1;F
2017;08/11/2017;23:00:00;Atletico-PR;Corinthians;0;1;F
2017;08/11/2017;23:00:00;Sport Recife;Botafogo RJ;1;2;F
2017;08/11/2017;23:45:00;Flamengo RJ;Cruzeiro;2;0;C
2017;08/11/2017;23:45:00;Santos;Vasco;1;2;F
2017;08/11/2017;23:45:00;Vitoria;Palmeiras;3;1;C
2017;09/11/2017;22:00:00;Atletico-MG;Atletico GO;3;2;C
2017;09/11/2017;22:00:00;Sao Paulo;Chapecoense-SC;2;2;e
2017;09/11/2017;23:00:00;Fluminense;Coritiba;2;2;e
2017;11/11/2017;19:00:00;Botafogo RJ;Atletico-PR;0;1;F
2017;11/11/2017;21:00:00;Corinthians;Avai;1;0;C
2017;12/11/2017;19:00:00;Atletico GO;Sport Recife;2;0;C
2017;12/11/2017;19:00:00;Gremio;Vitoria;1;1;e
2017;12/11/2017;19:00:00;Palmeiras;Flamengo RJ;2;0;C
2017;12/11/2017;19:00:00;Vasco;Sao Paulo;1;1;e
2017;12/11/2017;20:00:00;Bahia;Atletico-MG;2;2;e
2017;12/11/2017;21:00:00;Coritiba;Ponte Preta;1;1;e
2017;12/11/2017;21:00:00;Cruzeiro;Fluminense;3;1;C
2017;13/11/2017;22:00:00;Chapecoense-SC;Santos;2;0;C
2017;15/11/2017;19:00:00;Ponte Preta;Atletico-PR;2;1;C
2017;15/11/2017;21:30:00;Cruzeiro;Avai;2;2;e
2017;15/11/2017;21:30:00;Gremio;Sao Paulo;1;0;C
2017;15/11/2017;23:45:00;Corinthians;Fluminense;3;1;C
2017;15/11/2017;23:45:00;Vasco;Atletico-MG;1;1;e
2017;16/11/2017;22:00:00;Botafogo RJ;Atletico GO;1;2;F
2017;16/11/2017;22:00:00;Chapecoense-SC;Vitoria;2;1;C
2017;16/11/2017;22:00:00;Palmeiras;Sport Recife;5;1;C
2017;16/11/2017;23:00:00;Bahia;Santos;3;1;C
2017;16/11/2017;23:00:00;Coritiba;Flamengo RJ;1;0;C
2017;19/11/2017;19:00:00;Atletico GO;Chapecoense-SC;1;1;e
2017;19/11/2017;19:00:00;Flamengo RJ;Corinthians;3;0;C
2017;19/11/2017;19:00:00;Sao Paulo;Botafogo RJ;0;0;e
2017;19/11/2017;19:00:00;Sport Recife;Bahia;1;0;C
2017;19/11/2017;19:00:00;Vitoria;Cruzeiro;1;1;e
2017;19/11/2017;21:00:00;Atletico-MG;Coritiba;3;0;C
2017;19/11/2017;21:00:00;Atletico-PR;Vasco;3;1;C
2017;19/11/2017;21:00:00;Santos;Gremio;1;0;C
2017;20/11/2017;19:00:00;Fluminense;Ponte Preta;2;0;C
2017;20/11/2017;22:00:00;Avai;Palmeiras;2;1;C
2017;25/11/2017;19:00:00;Fluminense;Sport Recife;1;2;F
2017;26/11/2017;19:00:00;Avai;Atletico-PR;1;0;C
2017;26/11/2017;19:00:00;Corinthians;Atletico-MG;2;2;e
2017;26/11/2017;19:00:00;Coritiba;Sao Paulo;1;2;F
2017;26/11/2017;19:00:00;Cruzeiro;Vasco;0;1;F
2017;26/11/2017;19:00:00;Gremio;Atletico GO;1;1;e
2017;26/11/2017;19:00:00;Ponte Preta;Vitoria;2;3;F
2017;26/11/2017;21:00:00;Bahia;Chapecoense-SC;0;1;F
2017;26/11/2017;21:00:00;Flamengo RJ;Santos;1;2;F
2017;27/11/2017;22:00:00;Palmeiras;Botafogo RJ;2;0;C
2017;03/12/2017;19:00:00;Atletico GO;Fluminense;1;1;e
2017;03/12/2017;19:00:00;Atletico-MG;Gremio;4;3;C
2017;03/12/2017;19:00:00;Atletico-PR;Palmeiras;3;0;C
2017;03/12/2017;19:00:00;Botafogo RJ;Cruzeiro;2;2;e
2017;03/12/2017;19:00:00;Chapecoense-SC;Coritiba;2;1;C
2017;03/12/2017;19:00:00;Santos;Avai;1;1;e
2017;03/12/2017;19:00:00;Sao Paulo;Bahia;1;1;e
2017;03/12/2017;19:00:00;Sport Recife;Corinthians;1;0;C
2017;03/12/2017;19:00:00;Vasco;Ponte Preta;2;1;C
2017;03/12/2017;19:00:00;Vitoria;Flamengo RJ;1;2;F
2018;14/04/2018;20:00:00;Cruzeiro;Gremio;0;1;F
2018;14/04/2018;23:00:00;Vitoria;Flamengo RJ;2;2;e
2018;15/04/2018;01:00:00;Santos;Ceara;2;0;C
2018;15/04/2018;15:00:00;America MG;Sport Recife;3;0;C
2018;15/04/2018;20:00:00;Corinthians;Fluminense;2;1;C
2018;15/04/2018;20:00:00;Internacional;Bahia;2;0;C
2018;15/04/2018;20:00:00;Vasco;Atletico-MG;2;1;C
2018;15/04/2018;23:00:00;Atletico-PR;Chapecoense-SC;5;1;C
2018;17/04/2018;00:00:00;Botafogo RJ;Palmeiras;1;1;e
2018;17/04/2018;00:00:00;Sao Paulo;Parana;1;0;C
2018;21/04/2018;20:00:00;Bahia;Santos;1;0;C
2018;21/04/2018;23:00:00;Flamengo RJ;America MG;2;0;C
2018;22/04/2018;15:00:00;Parana;Corinthians;0;4;F
2018;22/04/2018;20:00:00;Atletico-MG;Vitoria;2;1;C
2018;22/04/2018;20:00:00;Ceara;Sao Paulo;0;0;e
2018;22/04/2018;20:00:00;Chapecoense-SC;Vasco;1;1;e
2018;22/04/2018;20:00:00;Fluminense;Cruzeiro;1;0;C
2018;22/04/2018;20:00:00;Palmeiras;Internacional;1;0;C
2018;22/04/2018;23:00:00;Gremio;Atletico-PR;0;0;e
2018;24/04/2018;00:00:00;Sport Recife;Botafogo RJ;1;1;e
2018;28/04/2018;20:00:00;Botafogo RJ;Gremio;2;1;C
2018;29/04/2018;20:00:00;Atletico-MG;Corinthians;1;0;C
2018;29/04/2018;20:00:00;Bahia;Atletico-PR;0;0;e
2018;29/04/2018;20:00:00;Ceara;Flamengo RJ;0;3;F
2018;29/04/2018;20:00:00;Fluminense;Sao Paulo;1;1;e
2018;29/04/2018;20:00:00;Palmeiras;Chapecoense-SC;0;0;e
2018;29/04/2018;20:00:00;Parana;Sport Recife;1;2;F
2018;29/04/2018;23:00:00;Internacional;Cruzeiro;0;0;e
2018;01/05/2018;00:00:00;America MG;Vitoria;2;1;C
2018;05/05/2018;23:00:00;Sao Paulo;Atletico-MG;2;2;e
2018;05/05/2018;23:00:00;Vasco;America MG;4;1;C
2018;06/05/2018;15:00:00;Corinthians;Ceara;1;1;e
2018;06/05/2018;20:00:00;Atletico-PR;Palmeiras;1;3;F
2018;06/05/2018;20:00:00;Cruzeiro;Botafogo RJ;1;0;C
2018;06/05/2018;20:00:00;Flamengo RJ;Internacional;2;0;C
2018;06/05/2018;20:00:00;Vitoria;Fluminense;1;2;F
2018;06/05/2018;23:00:00;Gremio;Santos;5;1;C
2018;06/05/2018;23:00:00;Sport Recife;Bahia;2;0;C
2018;08/05/2018;00:00:00;Chapecoense-SC;Parana;1;1;e
2018;12/05/2018;20:00:00;Gremio;Internacional;0;0;e
2018;13/05/2018;15:00:00;Cruzeiro;Sport Recife;2;0;C
2018;13/05/2018;20:00:00;Atletico-PR;Atletico-MG;1;2;F
2018;13/05/2018;20:00:00;Bahia;Sao Paulo;2;2;e
2018;13/05/2018;20:00:00;Chapecoense-SC;Flamengo RJ;3;2;C
2018;13/05/2018;20:00:00;Corinthians;Palmeiras;1;0;C
2018;13/05/2018;20:00:00;Vasco;Vitoria;2;3;F
2018;13/05/2018;23:00:00;Santos;Parana;3;1;C
2018;15/05/2018;00:00:00;Botafogo RJ;Fluminense;2;1;C
2018;15/05/2018;00:00:00;Ceara;America MG;2;2;e
2018;19/05/2018;20:00:00;Atletico-MG;Cruzeiro;1;0;C
2018;19/05/2018;23:00:00;Flamengo RJ;Vasco;1;1;e
2018;20/05/2018;01:00:00;Palmeiras;Bahia;3;0;C
2018;20/05/2018;15:00:00;Vitoria;Ceara;2;1;C
2018;20/05/2018;20:00:00;America MG;Botafogo RJ;1;0;C
2018;20/05/2018;20:00:00;Parana;Gremio;0;0;e
2018;20/05/2018;20:00:00;Sao Paulo;Santos;1;0;C
2018;20/05/2018;20:00:00;Sport Recife;Corinthians;1;1;e
2018;20/05/2018;23:00:00;Fluminense;Atletico-PR;2;0;C
2018;22/05/2018;00:00:00;Internacional;Chapecoense-SC;3;0;C
2018;26/05/2018;20:00:00;Fluminense;Chapecoense-SC;3;1;C
2018;26/05/2018;23:00:00;Palmeiras;Sport Recife;2;3;F
2018;27/05/2018;01:00:00;Atletico-MG;Flamengo RJ;0;1;F
2018;27/05/2018;15:00:00;Parana;Atletico-PR;0;0;e
2018;27/05/2018;20:00:00;Bahia;Vasco;3;0;C
2018;27/05/2018;20:00:00;Botafogo RJ;Vitoria;1;1;e
2018;27/05/2018;20:00:00;Internacional;Corinthians;2;1;C
2018;27/05/2018;20:00:00;Santos;Cruzeiro;0;1;F
2018;27/05/2018;23:00:00;America MG;Sao Paulo;1;3;F
2018;27/05/2018;23:00:00;Ceara;Gremio;0;1;F
2018;30/05/2018;23:30:00;Sport Recife;Atletico-MG;3;2;C
2018;30/05/2018;23:30:00;Vasco;Parana;1;0;C
2018;30/05/2018;23:30:00;Vitoria;Internacional;2;3;F
2018;31/05/2018;01:00:00;Chapecoense-SC;Ceara;2;0;C
2018;31/05/2018;01:00:00;Sao Paulo;Botafogo RJ;3;2;C
2018;31/05/2018;01:45:00;Cruzeiro;Palmeiras;1;0;C
2018;31/05/2018;01:45:00;Gremio;Fluminense;0;0;e
2018;31/05/2018;20:00:00;Flamengo RJ;Bahia;2;0;C
2018;31/05/2018;22:00:00;Corinthians;America MG;1;0;C
2018;01/06/2018;01:00:00;Atletico-PR;Santos;2;0;C
2018;02/06/2018;20:00:00;Atletico-MG;Chapecoense-SC;3;3;e
2018;02/06/2018;20:00:00;Internacional;Sport Recife;0;0;e
2018;02/06/2018;23:00:00;Vasco;Botafogo RJ;1;2;F
2018;03/06/2018;01:00:00;Palmeiras;Sao Paulo;3;1;C
2018;03/06/2018;20:00:00;America MG;Atletico-PR;3;1;C
2018;03/06/2018;20:00:00;Bahia;Gremio;0;2;F
2018;03/06/2018;20:00:00;Flamengo RJ;Corinthians;1;0;C
2018;03/06/2018;20:00:00;Santos;Vitoria;5;2;C
2018;03/06/2018;23:00:00;Ceara;Cruzeiro;0;1;F
2018;05/06/2018;00:00:00;Parana;Fluminense;2;1;C
2018;06/06/2018;01:30:00;Sao Paulo;Internacional;0;0;e
2018;06/06/2018;23:30:00;Botafogo RJ;Ceara;0;0;e
2018;06/06/2018;23:30:00;Vitoria;Chapecoense-SC;1;0;C
